,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoline_type,price,emi_per_month,zero_downpayment,city,state
828,Renault Kwid,Renault,RXL ,2018,Manual,29315,1,Petrol,413299,9194,Zero downpayment,Bengaluru,Karnataka
829,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2019,Automatic,11998,1,Petrol,504599,11225,Zero downpayment,Bengaluru,Karnataka
830,Maruti Ritz,Maruti,VXI BS IV ,2011,Manual,61151,2,Petrol,327899,7294,Zero downpayment,Bengaluru,Karnataka
831,Hyundai Grand i10,Hyundai,GNA AT 1.2 KAPPA VTVT ,2018,Manual,21356,3,Petrol,534399,11887,Zero downpayment,Bengaluru,Karnataka
832,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,15831,1,Petrol,544499,12112,Zero downpayment,Bengaluru,Karnataka
833,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,35203,2,Petrol,501599,11158,Zero downpayment,Bengaluru,Karnataka
834,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2017,Manual,21916,1,Petrol,528299,11752,Zero downpayment,Bengaluru,Karnataka
835,Hyundai Eon,Hyundai,GNA PLUS AIRBAG ,2018,Manual,22004,2,Petrol,404099,8989,Zero downpayment,Bengaluru,Karnataka
836,Maruti Celerio,Maruti,ZXI OPT AMT ,2017,Automatic,45260,1,Petrol,503999,11211,Zero downpayment,Bengaluru,Karnataka
837,Hyundai NEW SANTRO,Hyundai,1.1 SPORTS AMT ,2020,Automatic,4482,1,Petrol,636599,14161,Zero downpayment,Bengaluru,Karnataka
838,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,7149,1,Petrol,501599,11158,Zero downpayment,Bengaluru,Karnataka
839,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,20040,1,Petrol,544499,12112,Zero downpayment,Bengaluru,Karnataka
840,Maruti Ritz,Maruti,LXI ,2011,Manual,39904,1,Petrol,330599,7354,Zero downpayment,Bengaluru,Karnataka
841,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2016,Manual,17852,1,Petrol,544499,12112,Zero downpayment,Bengaluru,Karnataka
842,Hyundai Grand i10,Hyundai,STA 1.2 KAPPA VTVT OPT ,2016,Manual,33876,1,Petrol,561499,12490,Zero downpayment,Bengaluru,Karnataka
843,Hyundai i10,Hyundai,SPORTZ 1.2 AT KAPPA2 ,2013,Automatic,49272,2,Petrol,397299,8838,Zero downpayment,Bengaluru,Karnataka
844,Hyundai i10,Hyundai,SPORTZ 1.1 IRDE2 ,2014,Manual,49305,2,Petrol,388199,8635,Zero downpayment,Bengaluru,Karnataka
845,Maruti Alto K10,Maruti,VXI ,2015,Manual,51573,2,Petrol,328099,7298,Zero downpayment,Bengaluru,Karnataka
846,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,13265,1,Petrol,518499,11534,Zero downpayment,Bengaluru,Karnataka
847,Maruti Celerio,Maruti,ZXI OPT ,2019,Manual,21303,2,Petrol,565299,12575,Zero downpayment,Bengaluru,Karnataka
848,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,6418,1,Petrol,525099,11681,Zero downpayment,Bengaluru,Karnataka
849,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,11944,1,Petrol,488099,10857,Zero downpayment,Bengaluru,Karnataka
850,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,12253,2,Petrol,537799,11963,Zero downpayment,Bengaluru,Karnataka
851,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2015,Manual,23262,2,Petrol,476499,10599,Zero downpayment,Bengaluru,Karnataka
852,Hyundai i10,Hyundai,SPORTZ 1.2 AT KAPPA2 ,2013,Automatic,43339,2,Petrol,397299,8838,Zero downpayment,Bengaluru,Karnataka
853,Maruti Alto K10,Maruti,VXI ,2017,Manual,49800,1,Petrol,374099,8322,Zero downpayment,Bengaluru,Karnataka
854,Maruti Alto 800,Maruti,VXI ,2017,Manual,39202,2,Petrol,315999,7029,Zero downpayment,Bengaluru,Karnataka
855,Maruti Celerio,Maruti,VXI ,2016,Manual,23492,1,Petrol,431799,9605,Zero downpayment,Bengaluru,Karnataka
856,Maruti Celerio,Maruti,ZXI OPT ,2019,Manual,5805,1,Petrol,565499,12579,Zero downpayment,Bengaluru,Karnataka
857,Maruti Celerio,Maruti,VXI ,2017,Manual,15388,1,Petrol,493499,10978,Zero downpayment,Bengaluru,Karnataka
858,Maruti Celerio,Maruti,ZXI OPT ,2017,Manual,27145,1,Petrol,487499,10844,Zero downpayment,Bengaluru,Karnataka
859,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,51749,2,Petrol,432999,9632,Zero downpayment,Bengaluru,Karnataka
860,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,21934,2,Petrol,501099,11147,Zero downpayment,Bengaluru,Karnataka
861,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,11521,1,Petrol,499399,11109,Zero downpayment,Bengaluru,Karnataka
862,Maruti Celerio,Maruti,VXI ,2016,Manual,38815,2,Petrol,484199,10771,Zero downpayment,Bengaluru,Karnataka
863,Maruti Ritz,Maruti,VXI BS IV ,2014,Manual,40610,1,Petrol,409699,9114,Zero downpayment,Bengaluru,Karnataka
864,Maruti Celerio,Maruti,VXI ,2017,Manual,29222,2,Petrol,479299,10662,Zero downpayment,Bengaluru,Karnataka
865,Hyundai i10,Hyundai,SPORTZ 1.1 IRDE2 ,2015,Manual,47725,1,Petrol,411399,9151,Zero downpayment,Bengaluru,Karnataka
866,Maruti Celerio,Maruti,ZXI OPT AMT ,2016,Automatic,21156,2,Petrol,486899,10831,Zero downpayment,Bengaluru,Karnataka
867,Maruti Celerio,Maruti,VXI ,2016,Manual,35109,1,Petrol,446599,9934,Zero downpayment,Bengaluru,Karnataka
868,Maruti Celerio,Maruti,ZXI AMT ,2016,Automatic,24398,1,Petrol,471199,10482,Zero downpayment,Bengaluru,Karnataka
869,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,31108,1,Petrol,468799,10428,Zero downpayment,Bengaluru,Karnataka
870,Maruti Ritz,Maruti,VDI ,2012,Manual,51781,2,Diesel,389699,8669,Zero downpayment,Bengaluru,Karnataka
871,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,38147,2,Petrol,430299,9572,Zero downpayment,Bengaluru,Karnataka
872,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,31051,1,Petrol,434499,9665,Zero downpayment,Bengaluru,Karnataka
873,Maruti Alto K10,Maruti,VXI (O) AMT ,2018,Automatic,47120,1,Petrol,430399,9574,Zero downpayment,Bengaluru,Karnataka
874,Maruti Alto K10,Maruti,VXI ,2019,Manual,15017,2,Petrol,386399,8595,Zero downpayment,Bengaluru,Karnataka
875,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2018,Manual,32068,1,Petrol,424799,9449,Zero downpayment,Bengaluru,Karnataka
876,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2018,Manual,37897,1,Petrol,451899,10052,Zero downpayment,Bengaluru,Karnataka
877,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2018,Manual,17981,1,Petrol,441099,9812,Zero downpayment,Bengaluru,Karnataka
878,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,15893,2,Petrol,429699,9558,Zero downpayment,Bengaluru,Karnataka
879,Maruti Alto K10,Maruti,VXI ,2014,Manual,49074,1,Petrol,351099,7810,Zero downpayment,Bengaluru,Karnataka
880,Maruti Alto K10,Maruti,VXI (O) AMT ,2018,Automatic,9512,1,Petrol,485799,10806,Zero downpayment,Bengaluru,Karnataka
881,Maruti Alto K10,Maruti,VXI (O) AMT ,2018,Automatic,5280,1,Petrol,484099,10769,Zero downpayment,Bengaluru,Karnataka
882,Maruti Alto K10,Maruti,VXI ,2014,Manual,39959,1,Petrol,345299,7681,Zero downpayment,Bengaluru,Karnataka
883,Maruti Alto K10,Maruti,VXI ,2015,Manual,22584,2,Petrol,358999,7986,Zero downpayment,Bengaluru,Karnataka
884,Maruti Alto K10,Maruti,VXI ,2016,Manual,27239,1,Petrol,388499,8642,Zero downpayment,Bengaluru,Karnataka
885,Maruti Alto K10,Maruti,VXI ,2016,Manual,15297,1,Petrol,368599,8199,Zero downpayment,Bengaluru,Karnataka
886,Renault Kwid,Renault,1.0 RXT Opt AT ,2016,Automatic,44385,1,Petrol,396299,8815,Zero downpayment,Bengaluru,Karnataka
887,Maruti Dzire,Maruti,VXI ,2018,Manual,48867,1,Petrol,652699,14519,Zero downpayment,Bengaluru,Karnataka
888,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,16565,1,Petrol,631699,14052,Zero downpayment,Bengaluru,Karnataka
889,Maruti Celerio,Maruti,VXI ,2016,Manual,65269,1,Petrol,447099,9945,Zero downpayment,Bengaluru,Karnataka
890,Maruti Swift,Maruti,ZDI ,2013,Manual,48991,1,Diesel,544999,12123,Zero downpayment,Bengaluru,Karnataka
891,Renault Kwid,Renault,RXT Opt ,2015,Manual,43872,2,Petrol,330099,7343,Zero downpayment,Bengaluru,Karnataka
892,Maruti Alto 800,Maruti,LXI ,2017,Manual,43850,1,Petrol,298299,6635,Zero downpayment,Bengaluru,Karnataka
893,Honda Jazz,Honda,1.2 S MT ,2016,Manual,75771,2,Petrol,606099,13482,Zero downpayment,Bengaluru,Karnataka
894,Renault Kwid,Renault,CLIMBER 1.0 AT ,2017,Automatic,30176,1,Petrol,468599,10424,Zero downpayment,Bengaluru,Karnataka
895,Maruti IGNIS,Maruti,SIGMA 1.2 K12 ,2020,Manual,4656,1,Petrol,568499,12646,Zero downpayment,Bengaluru,Karnataka
896,Hyundai Grand i10,Hyundai,STA 1.1 (O) CRDI ,2015,Manual,32607,1,Diesel,553899,12321,Zero downpayment,Bengaluru,Karnataka
897,Hyundai Grand i10,Hyundai,SPORTZ DUAL TONE 1.2 VTVT ,2018,Manual,35850,1,Petrol,604599,13449,Zero downpayment,Bengaluru,Karnataka
898,Hyundai Grand i10,Hyundai,gna 1.2 AT  VTVT ,2017,Automatic,23851,1,Petrol,563999,12546,Zero downpayment,Bengaluru,Karnataka
899,Honda Brio,Honda,1.2 VX MT I VTEC ,2014,Manual,41849,3,Petrol,415999,9254,Zero downpayment,Bengaluru,Karnataka
900,Maruti Alto K10,Maruti,VXI ,2015,Manual,25191,1,Petrol,358099,7966,Zero downpayment,Bengaluru,Karnataka
901,Hyundai i20 Active,Hyundai,1.2 S ,2015,Manual,103439,2,Petrol,583599,12982,Zero downpayment,Bengaluru,Karnataka
902,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,21197,2,Petrol,574199,12773,Zero downpayment,Bengaluru,Karnataka
903,Ford Figo,Ford,1.2 EXI DURATEC ,2012,Manual,48937,2,Petrol,286299,6369,Zero downpayment,Bengaluru,Karnataka
904,Skoda Rapid,Skoda,ELEGANCE 1.6 MPFI MT ,2012,Manual,89845,2,Petrol,466299,10373,Zero downpayment,Bengaluru,Karnataka
905,Volkswagen Polo,Volkswagen,GT TSI 1.2 PETROL AT ,2013,Automatic,26983,3,Petrol,668099,14861,Zero downpayment,Bengaluru,Karnataka
906,Renault Kwid,Renault,1.0 RXT Opt AT ,2016,Automatic,30360,1,Petrol,406199,9036,Zero downpayment,Bengaluru,Karnataka
907,Hyundai Xcent,Hyundai,S 1.2 OPT ,2014,Manual,79660,1,Petrol,474399,10553,Zero downpayment,Bengaluru,Karnataka
908,Hyundai Elite i20,Hyundai,STA 1.2 (O) ,2015,Manual,17916,1,Petrol,659899,14679,Zero downpayment,Bengaluru,Karnataka
909,Hyundai Elite i20,Hyundai,STA 1.4 CRDI ,2015,Manual,23525,1,Diesel,716499,15938,Zero downpayment,Bengaluru,Karnataka
910,Renault Kwid,Renault,RXT Opt ,2016,Manual,49658,1,Petrol,348699,7757,Zero downpayment,Bengaluru,Karnataka
911,Ford FREESTYLE,Ford,TITANIUM 1.5 TDCI ,2018,Manual,33895,2,Diesel,634499,14114,Zero downpayment,Bengaluru,Karnataka
912,Ford FREESTYLE,Ford,TITANIUM 1.2 TI-VCT MT ,2018,Manual,16175,1,Petrol,694499,15449,Zero downpayment,Bengaluru,Karnataka
913,Renault Kwid,Renault,RXT 1.0 EASY-R AT OPTION ,2016,Automatic,56192,1,Petrol,373199,8302,Zero downpayment,Bengaluru,Karnataka
914,Tata Harrier,Tata,XZ 2.0L Kryotec ,2019,Manual,40393,1,Diesel,1675599,37273,Zero downpayment,Bengaluru,Karnataka
915,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2017,Manual,41859,1,Diesel,915299,20360,Zero downpayment,Bengaluru,Karnataka
916,Honda Amaze,Honda,1.5 EMT I DTEC ,2014,Manual,87190,1,Diesel,451999,10054,Zero downpayment,Bengaluru,Karnataka
917,Toyota YARIS,Toyota,V CVT ,2018,Automatic,58923,1,Petrol,896399,19940,Zero downpayment,Bengaluru,Karnataka
918,Tata Tiago,Tata,XZ 1.2 REVOTRON ,2017,Manual,59043,1,Petrol,535899,11921,Zero downpayment,Bengaluru,Karnataka
919,Tata NEXON,Tata,XZ 1.2 ,2020,Manual,7791,2,Petrol,977799,21751,Zero downpayment,Bengaluru,Karnataka
920,Skoda Laura,Skoda,MBIENTE 2.0 TDI CR AT ,2012,Automatic,104705,2,Diesel,602799,13409,Zero downpayment,Bengaluru,Karnataka
921,Hyundai Tucson New,Hyundai,2WD AT GLS DIESEL ,2018,Automatic,73609,2,Diesel,1772499,39428,Zero downpayment,Bengaluru,Karnataka
922,Maruti Ritz,Maruti,ZDI ,2014,Manual,66585,2,Diesel,500099,11124,Zero downpayment,Bengaluru,Karnataka
923,Hyundai Creta,Hyundai,1.6 SX PLUS AUTO PETROL ,2018,Automatic,23436,2,Petrol,1222599,27196,Zero downpayment,Bengaluru,Karnataka
924,Toyota Innova,Toyota,2.5 V 8 STR ,2009,Manual,205361,2,Diesel,634199,14107,Zero downpayment,Bengaluru,Karnataka
925,Hyundai Elite i20,Hyundai,STA 1.2 (O) ,2017,Manual,41816,2,Petrol,660699,14697,Zero downpayment,Bengaluru,Karnataka
926,Volkswagen Polo,Volkswagen,HIGHLINE1.2L PETROL ,2014,Manual,54014,2,Petrol,561399,12488,Zero downpayment,Bengaluru,Karnataka
927,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2013,Manual,75177,1,Diesel,611399,13600,Zero downpayment,Bengaluru,Karnataka
928,Maruti IGNIS,Maruti,LPHA 1.2 K12 DUAL TONE ,2017,Manual,102631,1,Petrol,578599,12871,Zero downpayment,Bengaluru,Karnataka
929,Ford Ecosport,Ford,1.5 TITANIUMTDCI OPT ,2014,Manual,56547,1,Diesel,692099,15395,Zero downpayment,Bengaluru,Karnataka
930,Honda Jazz,Honda,1.2 V MT ,2016,Manual,58608,1,Petrol,642999,14303,Zero downpayment,Bengaluru,Karnataka
931,Honda City,Honda,S MT PETROL ,2013,Manual,37520,2,Petrol,559499,12446,Zero downpayment,Bengaluru,Karnataka
932,Maruti IGNIS,Maruti,LPHA 1.2 K12 DUAL TONE ,2017,Manual,45047,1,Petrol,632999,14081,Zero downpayment,Bengaluru,Karnataka
933,Maruti Celerio,Maruti,VXI AMT ,2014,Automatic,151627,1,Petrol,394399,8773,Zero downpayment,Bengaluru,Karnataka
934,Renault Duster,Renault,RXZ DIESEL 110 ,2018,Manual,89441,1,Diesel,903799,20105,Zero downpayment,Bengaluru,Karnataka
935,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2014,Manual,28501,2,Petrol,438399,9752,Zero downpayment,Bengaluru,Karnataka
936,Ford New Figo,Ford,1.5 TITANIUM ,2018,Manual,19589,1,Diesel,603799,13431,Zero downpayment,Bengaluru,Karnataka
937,Honda City,Honda,V MT PETROL ,2014,Manual,59133,2,Petrol,619099,13772,Zero downpayment,Bengaluru,Karnataka
938,Volkswagen Polo,Volkswagen,HIGHLINE1.2L PETROL ,2015,Manual,73563,2,Petrol,539499,12001,Zero downpayment,Bengaluru,Karnataka
939,Volkswagen Vento,Volkswagen,HIGHLINE PLUS 1.0 TSI AT ,2020,Automatic,8464,1,Petrol,1467999,32655,Zero downpayment,Bengaluru,Karnataka
940,Maruti OMNI E,Maruti,8 STR ,2017,Manual,28826,2,Petrol,286199,6366,Zero downpayment,Bengaluru,Karnataka
941,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2015,Manual,65377,1,Petrol,640999,14259,Zero downpayment,Bengaluru,Karnataka
942,Renault Duster,Renault,RXZ DIESEL 110 ,2017,Manual,96674,1,Diesel,891599,19833,Zero downpayment,Bengaluru,Karnataka
943,Hyundai VENUE,Hyundai,1.4 CRDI MT SX ,2019,Manual,26890,1,Diesel,1022599,22747,Zero downpayment,Bengaluru,Karnataka
944,Ford Ecosport,Ford,1.0 ECOBOOST TITANIUM OPT ,2017,Manual,26280,1,Petrol,829399,18450,Zero downpayment,Bengaluru,Karnataka
945,Mahindra XUV500,Mahindra,W7 FWD ,2018,Manual,45803,1,Diesel,1408799,31338,Zero downpayment,Bengaluru,Karnataka
946,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2014,Manual,31454,4,Petrol,427299,9505,Zero downpayment,Bengaluru,Karnataka
947,Hyundai NEW SANTRO,Hyundai,STA 1.1 MT ,2018,Manual,54885,2,Petrol,576799,12831,Zero downpayment,Bengaluru,Karnataka
948,Ford Ecosport,Ford,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) ,2018,Manual,13002,1,Petrol,1085799,24153,Zero downpayment,Bengaluru,Karnataka
949,Hyundai NEW SANTRO,Hyundai,ERA 1.1 ,2018,Manual,24681,2,Petrol,457899,10186,Zero downpayment,Bengaluru,Karnataka
950,Maruti Swift,Maruti,VDI ,2011,Manual,103443,2,Diesel,373699,8313,Zero downpayment,Bengaluru,Karnataka
951,Hyundai i20,Hyundai,GNA O 1.2 ,2011,Manual,76436,1,Petrol,348899,7761,Zero downpayment,Bengaluru,Karnataka
952,Maruti Swift,Maruti,VXI ,2017,Manual,52625,2,Petrol,581899,12944,Zero downpayment,Bengaluru,Karnataka
953,Maruti Swift,Maruti,ZDI AMT ,2018,Automatic,57025,1,Diesel,760199,16910,Zero downpayment,Bengaluru,Karnataka
954,Maruti Swift Dzire,Maruti,VXI ,2016,Manual,42313,2,Petrol,620499,13803,Zero downpayment,Bengaluru,Karnataka
955,Maruti S PRESSO,Maruti,VXI PLUS ,2020,Manual,4983,1,Petrol,489699,10893,Zero downpayment,Bengaluru,Karnataka
956,Ford Ecosport,Ford,1.0 ECOBOOST TITANIUM ,2015,Manual,148890,1,Petrol,600099,13349,Zero downpayment,Bengaluru,Karnataka
957,Maruti Swift,Maruti,VXI ,2012,Manual,38980,1,Petrol,434599,9667,Zero downpayment,Bengaluru,Karnataka
958,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2014,Manual,52880,1,Petrol,474399,10553,Zero downpayment,Bengaluru,Karnataka
959,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2014,Manual,89057,2,Petrol,474399,10553,Zero downpayment,Bengaluru,Karnataka
960,Hyundai i20,Hyundai,SPORTZ 1.2 VTVT ,2012,Manual,81371,1,Petrol,417699,9291,Zero downpayment,Bengaluru,Karnataka
961,Hyundai Eon,Hyundai,SPORTZ ,2014,Manual,36141,2,Petrol,342099,7610,Zero downpayment,Bengaluru,Karnataka
962,Honda Brio,Honda,1.2 S MT I VTEC ,2015,Manual,42415,2,Petrol,450299,10017,Zero downpayment,Bengaluru,Karnataka
963,Renault Kwid,Renault,RXT 1.0 EASY-R  AT ,2018,Automatic,6912,1,Petrol,462299,10284,Zero downpayment,Bengaluru,Karnataka
964,Maruti Wagon R 1.0,Maruti,VXI OPT ,2016,Manual,96083,1,Petrol,398599,8867,Zero downpayment,Bengaluru,Karnataka
965,Hyundai Eon,Hyundai,ERA PLUS ,2016,Manual,36874,1,Petrol,340699,7579,Zero downpayment,Bengaluru,Karnataka
966,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2015,Manual,59212,2,Petrol,447599,9957,Zero downpayment,Bengaluru,Karnataka
967,Honda Jazz,Honda,1.2 X I VTEC ,2012,Manual,37293,1,Petrol,458399,10197,Zero downpayment,Bengaluru,Karnataka
968,Honda Jazz,Honda,1.2 SELECT I VTEC ,2012,Manual,37081,1,Petrol,438799,9761,Zero downpayment,Bengaluru,Karnataka
969,Hyundai Grand i10,Hyundai,STA 1.2 AT VTVT ,2016,Automatic,30960,1,Petrol,566699,12606,Zero downpayment,Bengaluru,Karnataka
970,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,35163,1,Petrol,544499,12112,Zero downpayment,Bengaluru,Karnataka
971,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,68484,1,Petrol,409799,9116,Zero downpayment,Bengaluru,Karnataka
972,Maruti Alto 800,Maruti,VXI ,2015,Manual,32097,1,Petrol,276499,6151,Zero downpayment,Bengaluru,Karnataka
973,Maruti Alto 800,Maruti,VXI ,2017,Manual,37801,3,Petrol,308099,6853,Zero downpayment,Bengaluru,Karnataka
974,Maruti Wagon R 1.0,Maruti,VXI ,2012,Manual,53525,1,Petrol,368499,8197,Zero downpayment,Bengaluru,Karnataka
975,Tata Nano,Tata,XT TWIST ,2015,Manual,43402,1,Petrol,184399,4102,Zero downpayment,Bengaluru,Karnataka
976,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,27150,1,Petrol,505899,11253,Zero downpayment,Bengaluru,Karnataka
977,Maruti Alto K10,Maruti,VXI ,2012,Manual,46264,1,Petrol,299699,6667,Zero downpayment,Bengaluru,Karnataka
978,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2019,Manual,8409,1,Petrol,450199,10014,Zero downpayment,Bengaluru,Karnataka
979,Maruti Alto K10,Maruti,VXI ,2018,Manual,24316,1,Petrol,389099,8655,Zero downpayment,Bengaluru,Karnataka
980,Tata Nano,Tata,TWIST XTA ,2016,Automatic,19648,2,Petrol,269599,5997,Zero downpayment,Bengaluru,Karnataka
981,Maruti Alto K10,Maruti,VXI OPT ,2018,Manual,48435,1,Petrol,406599,9045,Zero downpayment,Bengaluru,Karnataka
982,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,29297,2,Petrol,402099,8944,Zero downpayment,Bengaluru,Karnataka
983,Maruti Wagon R 1.0,Maruti,VXI ,2016,Manual,27858,1,Petrol,448499,9977,Zero downpayment,Bengaluru,Karnataka
984,Maruti Eeco,Maruti,7 STR ,2018,Manual,33848,2,Petrol,417999,9298,Zero downpayment,Bengaluru,Karnataka
985,Maruti Alto K10,Maruti,VXI AMT ,2015,Automatic,42556,2,Petrol,364399,8106,Zero downpayment,Bengaluru,Karnataka
986,Maruti Alto K10,Maruti,VXI (O) AMT ,2016,Automatic,29240,1,Petrol,414999,9231,Zero downpayment,Bengaluru,Karnataka
987,Maruti Alto K10,Maruti,VXI ,2014,Manual,37115,1,Petrol,354199,7879,Zero downpayment,Bengaluru,Karnataka
988,Datsun Redi Go,Datsun,T (O) ,2017,Manual,61307,2,Petrol,288099,6409,Zero downpayment,Bengaluru,Karnataka
989,Hyundai Verna,Hyundai,FLUIDIC 1.6 VTVT S (O)  MT ,2015,Manual,38366,1,Petrol,711299,15822,Zero downpayment,Bengaluru,Karnataka
990,Maruti Alto K10,Maruti,VXI ,2014,Manual,65951,2,Petrol,347299,7725,Zero downpayment,Bengaluru,Karnataka
991,Maruti Swift Dzire,Maruti,VXI 1.2 BS IV ,2013,Manual,54017,2,Petrol,410199,9125,Zero downpayment,Chennai,Tamilnadu
992,Honda City,Honda,V MT PETROL ,2015,Manual,79725,3,Petrol,574099,12771,Zero downpayment,Chennai,Tamilnadu
993,Hyundai i20 Active,Hyundai,1.2 S ,2015,Manual,59078,2,Petrol,528399,11754,Zero downpayment,Chennai,Tamilnadu
994,Maruti Dzire,Maruti,ZDI Plus AMT ,2017,Automatic,98433,1,Diesel,675399,15024,Zero downpayment,Chennai,Tamilnadu
995,Ford New Figo,Ford,1.2 TITANIUM ,2017,Manual,19376,1,Petrol,498799,11096,Zero downpayment,Chennai,Tamilnadu
996,Renault Lodgy,Renault,110 PS RXZ 8 STR ,2015,Manual,138716,1,Diesel,641899,14279,Zero downpayment,Chennai,Tamilnadu
997,Ford FREESTYLE,Ford,TITANIUM + 1.2 TI-VCT ,2018,Manual,20706,1,Petrol,626999,13947,Zero downpayment,Chennai,Tamilnadu
998,Maruti Ertiga,Maruti,ZDI PLUS SHVS ,2016,Manual,99644,1,Diesel,776499,17273,Zero downpayment,Chennai,Tamilnadu
999,Hyundai Elite i20,Hyundai,STA 1.4 CRDI ,2016,Manual,101920,1,Diesel,624199,13885,Zero downpayment,Chennai,Tamilnadu
1000,Maruti Ciaz,Maruti,ZETA 1.4 VVT AMT ,2018,Automatic,34106,1,Petrol,799999,17796,Zero downpayment,Chennai,Tamilnadu
1001,Honda WR-V,Honda,1.5 i-DTEC VX MT ,2017,Manual,102522,1,Diesel,733399,16314,Zero downpayment,Chennai,Tamilnadu
1002,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2018,Manual,22339,1,Petrol,830399,18472,Zero downpayment,Chennai,Tamilnadu
1003,Hyundai Creta,Hyundai,1.6 SX PLUS VTVT ,2016,Manual,127971,1,Petrol,778199,17311,Zero downpayment,Chennai,Tamilnadu
1004,Hyundai Verna,Hyundai,1.6 SX VTVT ,2018,Manual,26402,2,Petrol,903599,20100,Zero downpayment,Chennai,Tamilnadu
1005,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,87618,1,Petrol,543299,12085,Zero downpayment,Chennai,Tamilnadu
1006,Mahindra TUV300,Mahindra,T6+ ,2018,Manual,45005,1,Diesel,804899,17905,Zero downpayment,Chennai,Tamilnadu
1007,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2016,Manual,53269,1,Petrol,677099,15062,Zero downpayment,Chennai,Tamilnadu
1008,Jeep Compass,Jeep,2.0 LIMITED ,2018,Manual,35298,1,Diesel,1520299,33818,Zero downpayment,Chennai,Tamilnadu
1009,Honda Amaze,Honda,1.2 SMT I VTEC ,2015,Manual,37088,2,Petrol,490899,10920,Zero downpayment,Chennai,Tamilnadu
1010,Maruti S Cross,Maruti,ZETA 1.3 ,2015,Manual,152026,1,Diesel,601899,13389,Zero downpayment,Chennai,Tamilnadu
1011,Hyundai GRAND I10 NIOS,Hyundai,GNA 1.2 AT ,2020,Automatic,60307,1,Petrol,698199,15531,Zero downpayment,Chennai,Tamilnadu
1012,Hyundai GRAND I10 NIOS,Hyundai,1.2 Kappa Sports MT ,2020,Manual,37986,1,Petrol,658299,14643,Zero downpayment,Chennai,Tamilnadu
1013,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2017,Manual,84016,1,Diesel,865099,19244,Zero downpayment,Chennai,Tamilnadu
1014,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2016,Manual,81412,1,Petrol,555299,12352,Zero downpayment,Chennai,Tamilnadu
1015,Ford Figo Aspire,Ford,1.2 TITANIUM PETROL ,2018,Manual,20192,1,Petrol,595099,13238,Zero downpayment,Chennai,Tamilnadu
1016,Ford Figo Aspire,Ford,1.2 TITANIUM PETROL ,2018,Manual,14485,2,Petrol,619399,13778,Zero downpayment,Chennai,Tamilnadu
